exer;outre_mer;reg_code;reg_name;dep_code;dep_name;epci_code;epci_name;tranche_population;rural;montagne;touristique;tranche_revenu_imposable_par_habitant;qpv;com_code;com_name;categ;siren;insee;lbudg;agregat;montant_bp;montant_ba;montant_flux;montant;montant_en_millions;ptot;euros_par_habitant;presence_budget;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;ptot_n
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400552;Communauté de communes du Pays d'Ancenis;4;Oui;Non;Non;1;Non;44077;Joué-sur-Erdre;Commune;214400772;44077;JOUE-SUR-ERDRE;Achats et charges externes;704271.64;0.0;0.0;704271.64;0.70427164;2402;293.2021815154038;1;;;;;3;;;;;;2017;2721
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072726;Communauté de communes Châteaubriant-Derval;2;Oui;Non;Non;1;Non;44078;Juigné-des-Moutiers;Commune;214400780;44078;JUIGNE-LES-MOUTIERS;Achats et charges externes;72612.93;1488.58;0.0;74101.51;0.07410151;358;206.98745810055865;1;;;;;3;;;;;;2017;333
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200067866;Communauté de communes Sèvre et Loire;5;Oui;Non;Non;1;Non;44079;Le Landreau;Commune;214400798;44079;LANDREAU (LE );Achats et charges externes;522210.82;44969.18;0.0;567180.0;0.56718;3219;176.19757688723206;1;;;;;3;;;;;;2017;3512
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072734;Communauté de communes Estuaire et Sillon;3;Oui;Non;Non;2;Non;44080;Lavau-sur-Loire;Commune;214400806;44080;LAVAU-SUR-LOIRE;Achats et charges externes;188624.05;0.0;0.0;188624.05;0.18862405;778;242.4473650385604;1;;;;;3;;;;;;2017;787
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200071546;Communauté de communes Sud Retz Atlantique;5;Non;Non;Non;2;Non;44081;Legé;Commune;214400814;44081;LEGE;Achats et charges externes;755906.98;6298.53;0.0;762205.51;0.76220551;4606;165.48100521059487;1;;;;;3;;;;;;2017;4813
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400552;Communauté de communes du Pays d'Ancenis;6;Non;Non;Non;2;Non;44082;Ligné;Commune;214400822;44082;LIGNE;Achats et charges externes;1091594.47;79853.94;0.0;1171448.41;1.17144841;5037;232.56867381377802;1;;;;;3;;;;;;2017;5558
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400438;Communauté de communes Grand Lieu Communauté;4;Non;Non;Non;1;Non;44083;La Limouzinière;Commune;214400830;44083;LIMOUZINIERE (LA);Achats et charges externes;448637.82;0.0;0.0;448637.82;0.44863782;2411;186.07956034840316;1;;;;;3;;;;;;2017;2528
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200067866;Communauté de communes Sèvre et Loire;6;Non;Non;Non;2;Non;44084;Le Loroux-Bottereau;Commune;214400848;44084;LOROUX-BOTTEREAU (LE );Achats et charges externes;1226769.82;86863.54;0.0;1313633.36;1.31363336;8183;160.53200048881828;1;;;;;3;;;;;;2017;8788
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072726;Communauté de communes Châteaubriant-Derval;3;Oui;Non;Non;1;Non;44085;Louisfert;Commune;214400855;44085;LOUISFERT;Achats et charges externes;200689.43;8664.36;0.0;209353.79;0.20935379;1008;207.69225198412698;1;;;;;3;;;;;;2017;988
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072726;Communauté de communes Châteaubriant-Derval;3;Oui;Non;Non;1;Non;44086;Lusanger;Commune;214400863;44086;LUSANGER;Achats et charges externes;143719.31;5865.74;0.0;149585.05;0.14958505;1051;142.32640342530922;1;;;;;3;;;;;;2017;1077
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200067635;Communauté d'agglomération Clisson Sèvre et Maine Agglo;4;Oui;Non;Non;2;Non;44088;Maisdon-sur-Sèvre;Commune;214400889;44088;MAISDON-SUR-SEVRE;Achats et charges externes;366186.05;105846.43;16602.39;455430.09;0.45543009;2909;156.55898590580958;1;;;;;3;;;;;;2017;3100
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072734;Communauté de communes Estuaire et Sillon;5;Oui;Non;Non;2;Non;44089;Malville;Commune;214400897;44089;MALVILLE;Achats et charges externes;688597.87;854.74;0.0;689452.61;0.68945261;3453;199.6677121343759;1;;;;;3;;;;;;2017;3680
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200071546;Communauté de communes Sud Retz Atlantique;3;Oui;Non;Non;1;Non;44090;La Marne;Commune;214400905;44090;MARNE (LA );Achats et charges externes;110949.42;266407.41;0.0;377356.83;0.37735683000000003;1423;265.18399859451864;1;;;;;3;;;;;;2017;1615
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072726;Communauté de communes Châteaubriant-Derval;3;Oui;Non;Non;1;Non;44091;Marsac-sur-Don;Commune;214400913;44091;MARSAC-SUR-DON;Achats et charges externes;328214.07;4544.88;0.0;332758.95;0.33275895;1514;219.78794583883752;1;;;;;3;;;;;;2017;1559
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;243500741;Communauté d'agglomération Redon Agglomération;3;Oui;Non;Non;1;Non;44092;Massérac;Commune;214400921;44092;MASSERAC;Achats et charges externes;153015.55;2941.98;0.0;155957.53;0.15595753;707;220.5905657708628;1;;;;;3;;;;;;2017;685
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400552;Communauté de communes du Pays d'Ancenis;6;Non;Non;Non;1;Non;44180;Vallons-de-l'Erdre;Commune;214400939;44093;MAUMUSSON;Achats et charges externes;231531.37;0.0;0.0;231531.37;0.23153137;1056;219.2531912878788;1;;;;;3;;;;;;2017;6664
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400404;Nantes Métropole;4;Non;Non;Non;2;Non;44094;Mauves-sur-Loire;Commune;214400947;44094;MAUVES-SUR-LOIRE;Achats et charges externes;644396.34;0.0;0.0;644396.34;0.64439634;3212;200.62152552926526;1;;;;;3;;;;;;2017;3378
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072726;Communauté de communes Châteaubriant-Derval;3;Oui;Non;Non;1;Non;44095;La Meilleraye-de-Bretagne;Commune;214400954;44095;MEILLERAYE-DE-BRETAGNE (LA);Achats et charges externes;283239.43;13.35;0.0;283252.78;0.28325278000000004;1507;187.9580491041805;1;;;;;3;;;;;;2017;1594
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400552;Communauté de communes du Pays d'Ancenis;5;Oui;Non;Non;2;Non;44096;Mésanger;Commune;214400962;44096;MESANGER;Achats et charges externes;840708.34;183729.67;0.0;1024438.01;1.02443801;4721;216.99597754712985;1;;;;;3;;;;;;2017;4800
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400610;Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique);4;Oui;Non;Oui;4;Non;44097;Mesquer;Commune;214400970;44097;MESQUER;Achats et charges externes;874242.83;5580.97;15.51;879808.29;0.87980829;1919;458.4722720166754;1;;;;;3;;;;;;2017;2158
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200000438;Communauté de communes du Pays de Pontchâteau Saint-Gildas-des-Bois;6;Non;Non;Non;1;Non;44098;Missillac;Commune;214400988;44098;MISSILLAC;Achats et charges externes;1071472.27;6274.53;0.0;1077746.8;1.0777468000000001;5214;206.7024932873034;1;;;;;3;;;;;;2017;5625
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072726;Communauté de communes Châteaubriant-Derval;4;Oui;Non;Non;1;Non;44099;Moisdon-la-Rivière;Commune;214400996;44099;MOISDON-LA-RIVIERE;Achats et charges externes;429815.6;65346.29;0.0;495161.89;0.49516189;1999;247.70479739869936;1;;;;;3;;;;;;2017;2022
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200067635;Communauté d'agglomération Clisson Sèvre et Maine Agglo;4;Oui;Non;Non;2;Non;44100;Monnières;Commune;214401002;44100;MONNIERES;Achats et charges externes;395454.53;7953.02;0.0;403407.55;0.40340755;2105;191.64254156769596;1;;;;;3;;;;;;2017;2387
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400404;Nantes Métropole;6;Non;Non;Non;2;Non;44101;La Montagne;Commune;214401010;44101;LA MONTAGNE;Achats et charges externes;1004717.85;0.0;0.0;1004717.85;1.00471785;6141;163.60818270639962;1;;;;;3;;;;;;2017;6627
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400438;Communauté de communes Grand Lieu Communauté;4;Non;Non;Non;2;Non;44102;Montbert;Commune;214401028;44102;MONTBERT;Achats et charges externes;623933.41;315965.94;0.0;939899.35;0.93989935;3117;301.53973371831887;1;;;;;3;;;;;;2017;3357
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400644;Communauté d'agglomération de la Région Nazairienne et de l'Estuaire (CARENE);6;Non;Non;Non;1;Non;44103;Montoir-de-Bretagne;Commune;214401036;44103;MONTOIR-DE-BRETAGNE;Achats et charges externes;2461981.67;0.0;0.0;2461981.67;2.46198167;7247;339.72425417414104;1;;;;;3;;;;;;2017;7347
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;244400552;Communauté de communes du Pays d'Ancenis;3;Oui;Non;Non;1;Non;44104;Montrelais;Commune;214401044;44104;MONTRELAIS;Achats et charges externes;167593.22;0.0;0.0;167593.22;0.16759322000000001;872;192.19405963302754;1;;;;;3;;;;;;2017;838
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200072726;Communauté de communes Châteaubriant-Derval;2;Oui;Non;Non;1;Non;44105;Mouais;Commune;214401051;44105;MOUAIS;Achats et charges externes;107138.34;0.0;0.0;107138.34;0.10713834;389;275.4198971722365;1;;;;;3;;;;;;2017;367
2017;Non;52;Pays de la Loire;44;Loire-Atlantique;200067346;Communauté d'agglomération Pornic Agglo Pays de Retz;3;Non;Non;Oui;3;Non;44106;Les Moutiers-en-Retz;Commune;214401069;44106;MOUTIERS-EN-RETZ (LES);Achats et charges externes;590105.07;542.37;0.0;590647.44;0.5906474399999999;1605;368.0046355140187;1;;;;;3;;;;;;2017;1847
