exer;outre_mer;reg_code;reg_name;dep_code;dep_name;epci_code;epci_name;tranche_population;rural;montagne;touristique;tranche_revenu_imposable_par_habitant;qpv;com_code;com_name;categ;siren;insee;ident;lbudg;type_de_budget;nomen;agregat;montant;montant_en_millions;ptot;euros_par_habitant;presence_budget;cbudg;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;ptot_n
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;200067635;Communauté d'agglomération Clisson Sèvre et Maine Agglo;4;Non;Non;Non;1;Non;44022;Boussay;Commune;214400228;44022;2,144E+13;BOUSSAY;Budget principal;M14;Dépenses de fonctionnement;1522950.92;1.52295092;2656;573.4001957831325;1;1;;4;;;1;2;;;;;2020;2824
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;200067635;Communauté d'agglomération Clisson Sèvre et Maine Agglo;4;Non;Non;Non;1;Non;44022;Boussay;Commune;214400228;44022;2,144E+13;ZAC DE L'ARDILLAIS BOUSSAY;Budget annexe;M14;Dépenses de fonctionnement;256009.61;0.25600961;2656;96.38916039156626;1;3;;4;;;1;2;;;;;2020;2824
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;200067635;Communauté d'agglomération Clisson Sèvre et Maine Agglo;4;Non;Non;Non;1;Non;44022;Boussay;Commune;214400228;44022;2,144E+13;POLE SANTE BOUSSAY;Budget annexe;M14;Dépenses de fonctionnement;0.0;0.0;2656;0.0;1;3;;4;;;1;2;;;;;2020;2824
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;244400453;Communauté de communes Pays de Blain Communauté;4;Oui;Non;Non;1;Non;44023;Bouvron;Commune;214400236;44023;2,144E+13;BOUVRON;Budget principal;M14;Dépenses de fonctionnement;1960979.42;1.96097942;3161;620.3667889908256;1;1;;4;;;1;2;;;;;2020;3114
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;244400453;Communauté de communes Pays de Blain Communauté;4;Oui;Non;Non;1;Non;44023;Bouvron;Commune;214400236;44023;2,144E+13;ASST BOUVRON;Budget annexe;M49;Dépenses de fonctionnement;126073.39;0.12607339;3161;39.88402087946852;1;3;;4;;;1;2;;;;;2020;3114
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;244400453;Communauté de communes Pays de Blain Communauté;4;Oui;Non;Non;1;Non;44023;Bouvron;Commune;214400236;44023;2,144E+13;ECO QUARTIER LANDES BARDOUL BOUVRON;Budget annexe;M14;Dépenses de fonctionnement;170688.05;0.17068804999999998;3161;53.998117684277126;1;3;;4;;;1;2;;;;;2020;3114
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;244400404;Nantes Métropole;4;Oui;Non;Non;2;Non;44024;Brains;Commune;214400244;44024;2,144E+13;BRAINS;Budget principal;M14;Dépenses de fonctionnement;1762792.66;1.76279266;2898;608.2790407177364;1;1;;4;;;1;2;;;;;2020;2868
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;200072734;Communauté de communes Estuaire et Sillon;5;Oui;Non;Non;1;Non;44025;Campbon;Commune;214400251;44025;2,144E+13;CAMPBON;Budget principal;M14;Dépenses de fonctionnement;2496869.22;2.4968692200000002;4067;613.9339119744284;1;1;;4;;;1;2;;;;;2020;4072
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;244400404;Nantes Métropole;8;Non;Non;Non;3;Non;44026;Carquefou;Commune;214400269;44026;2,144E+13;CARQUEFOU;Budget principal;M14;Dépenses de fonctionnement;21241912.22;21.24191222;20238;1049.6053078367427;1;1;;4;;;1;2;;;;;2020;21029
2020;Non;52;Pays de la Loire;44;Loire-Atlantique;244400404;Nantes Métropole;8;Non;Non;Non;3;Non;44026;Carquefou;Commune;214400269;44026;2,144E+13;ESPACE CULTUREL FLEURIAYE CARQUEFOU;Budget annexe;M4;Dépenses de fonctionnement;1656855.01;1.65685501;20238;81.86851516948315;1;3;;4;;;1;2;;;;;2020;21029
